REEF1,0.248757442,0.1,1
REEF2,0.248757442,0.1,1
REEF3,0.248757442,0.1,1
REEF4,0.248757442,0.1,1
REEF5,0.248757442,0.1,1
REEF6,0.248757442,0.1,1
REEF7,0.248757442,0.1,1
REEF8,0.248757442,0.1,1
REEF9,0.248757442,0.1,1
REEF10,0.248757442,0.1,1
REEF11,0.248757442,0.1,1
REEF12,0.248757442,0.1,1
REEF13,0.248757442,0.1,1
REEF14,0.248757442,0.1,1
REEF15,0.248757442,0.1,1
REEF16,0.248757442,0.1,1
REEF17,0.248757442,0.1,1
REEF18,0.248757442,0.1,1
REEF19,0.248757442,0.1,1
REEF20,0.248757442,0.1,1
REEF21,0.248757442,0.1,1
REEF22,0.248757442,0.1,1
REEF23,0.248757442,0.1,1
REEF24,0.248757442,0.1,1
REEF25,0.248757442,0.1,1
REEF26,0.248757442,0.1,1
REEF27,0.248757442,0.1,1
REEF28,0.248757442,0.1,1
REEF29,0.248757442,0.1,1
REEF30,0.248757442,0.1,1
REEF31,0.248757442,0.1,1
REEF32,0.248757442,0.1,1
REEF33,0.248757442,0.1,1
REEF34,0.248757442,0.1,1
REEF35,0.248757442,0.1,1
REEF36,0.248757442,0.1,1
REEF37,0.248757442,0.1,1
REEF38,0.248757442,0.1,1
REEF39,0.248757442,0.1,1
REEF40,0.248757442,0.1,1
REEF41,0.248757442,0.1,1
REEF42,0.248757442,0.1,1
REEF43,0.248757442,0.1,1
REEF44,0.248757442,0.1,1
REEF45,0.248757442,0.1,1
REEF46,0.248757442,0.1,1
REEF47,0.248757442,0.1,1
REEF48,0.248757442,0.1,1
REEF49,0.248757442,0.1,1
REEF50,0.248757442,0.1,1
REEF51,0.248757442,0.1,1
REEF52,0.248757442,0.1,1
REEF53,0.248757442,0.1,1
REEF54,0.248757442,0.1,1
REEF55,0.248757442,0.1,1
REEF56,0.248757442,0.1,1
REEF57,0.248757442,0.1,1
REEF58,0.248757442,0.1,1
REEF59,0.248757442,0.1,1
REEF60,0.248757442,0.1,1
REEF61,0.248757442,0.1,1
REEF62,0.248757442,0.1,1
REEF63,0.248757442,0.1,1
REEF64,0.248757442,0.1,1
REEF65,0.248757442,0.1,1
REEF66,0.248757442,0.1,1
REEF67,0.248757442,0.1,1
REEF68,0.248757442,0.1,1
REEF69,0.248757442,0.1,1
REEF70,0.248757442,0.1,1
