REEF1,0.5
REEF2,0.5
REEF3,0.5
REEF4,0.5
REEF5,0.5
REEF6,0.5
REEF7,0.5
REEF8,0.5
REEF9,0.5
REEF10,0.5
REEF11,0.5
REEF12,0.5
REEF13,0.5
REEF14,0.5
REEF15,0.5
REEF16,0.5
REEF17,0.5
REEF18,0.5
REEF19,0.5
REEF20,0.5
REEF21,0.5
REEF22,0.5
REEF23,0.5
REEF24,0.5
REEF25,0.5
REEF26,0.5
REEF27,0.5
REEF28,0.5
REEF29,0.5
REEF30,0.5
REEF31,0.5
REEF32,0.5
REEF33,0.5
REEF34,0.5
REEF35,0.5
REEF36,0.5
REEF37,0.5
REEF38,0.5
REEF39,0.5
REEF40,0.5
REEF41,0.5
REEF42,0.5
REEF43,0.5
REEF44,0.5
REEF45,0.5
REEF46,0.5
REEF47,0.5
REEF48,0.5
REEF49,0.5
REEF50,0.5
REEF51,0.5
REEF52,0.5
REEF53,0.5
REEF54,0.5
REEF55,0.5
REEF56,0.5
REEF57,0.5
REEF58,0.5
REEF59,0.5
REEF60,0.5
REEF61,0.5
REEF62,0.5
REEF63,0.5
REEF64,0.5
REEF65,0.5
REEF66,0.5
REEF67,0.5
REEF68,0.5
REEF69,0.5
REEF70,0.5
REEF71,0.5
REEF72,0.5
REEF73,0.5
REEF74,0.5
REEF75,0.5
REEF76,0.5
REEF77,0.5
REEF78,0.5
REEF79,0.5
REEF80,0.5
REEF81,0.5
REEF82,0.5
REEF83,0.5
REEF84,0.5
REEF85,0.5
REEF86,0.5
REEF87,0.5
REEF88,0.5
REEF89,0.5
REEF90,0.5
REEF91,0.5
REEF92,0.5
REEF93,0.5
REEF94,0.5
REEF95,0.5
REEF96,0.5
REEF97,0.5
REEF98,0.5
REEF99,0.5
REEF100,0.5
REEF101,0.5
REEF102,0.5
REEF103,0.5
REEF104,0.5
REEF105,0.5
REEF106,0.5
REEF107,0.5
REEF108,0.5
REEF109,0.5
REEF110,0.5
REEF111,0.5
REEF112,0.5
REEF113,0.5
REEF114,0.5
REEF115,0.5
REEF116,0.5
REEF117,0.5
REEF118,0.5
REEF119,0.5
REEF120,0.5
REEF121,0.5
REEF122,0.5
REEF123,0.5
REEF124,0.5
REEF125,0.5
REEF126,0.5
REEF127,0.5
REEF128,0.5
REEF129,0.5
REEF130,0.5
REEF131,0.5
REEF132,0.5
REEF133,0.5
REEF134,0.5
REEF135,0.5
REEF136,0.5
REEF137,0.5
REEF138,0.5
REEF139,0.5
REEF140,0.5
REEF141,0.5
REEF142,0.5
REEF143,0.5
REEF144,0.5
REEF145,0.5
REEF146,0.5
REEF147,0.5
REEF148,0.5
REEF149,0.5
REEF150,0.5
REEF151,0.5
REEF152,0.5
REEF153,0.5
REEF154,0.5
REEF155,0.5
REEF156,0.5
REEF157,0.5
REEF158,0.5
REEF159,0.5
REEF160,0.5
REEF161,0.5
REEF162,0.5
REEF163,0.5
REEF164,0.5
REEF165,0.5
REEF166,0.5
REEF167,0.5
REEF168,0.5
REEF169,0.5
REEF170,0.5
REEF171,0.5
REEF172,0.5
REEF173,0.5
REEF174,0.5
REEF175,0.5
REEF176,0.5
REEF177,0.5
REEF178,0.5
REEF179,0.5
REEF180,0.5
REEF181,0.5
REEF182,0.5
REEF183,0.5
REEF184,0.5
REEF185,0.5
REEF186,0.5
REEF187,0.5
REEF188,0.5
REEF189,0.5
REEF190,0.5
REEF191,0.5
REEF192,0.5
REEF193,0.5
REEF194,0.5
REEF195,0.5
REEF196,0.5
REEF197,0.5
REEF198,0.5
REEF199,0.5
REEF200,0.5
